appId,title,score,genre,price,free,description,developer,installs,keyword,country,uncleaned_LLM_features,features_processed,consolidated_features,AI_maturity
com.healthie.app.healthie,Healthie,3.4,Health & Fitness,0,TRUE,"Meet Healthie: the wellness platform that connects clients and providers for on-the-go care. Healthie provides a secure, HIPAA-compliant place for care to happen. Download the app today for a new kind of healthcare experience.

FOR CLIENTS:

When you work with a wellness provider that uses Healthie, you’ll receive an invitation to create a Healthie account. The email that you use to create this account will allow you to log into your client portal from the web, or the Healthie mobile app. Together, you and your provider will be able to share data, and work together in real-time.

While your provider will personalize your experience, here are some of the features that may be part of your care:

• Book appointments
• Fill out forms
• Launch video calls
• Message with your provider
• Log your meals
• Make notes of your mood or progress
• Track your activity
• Sync wearable fitness devices
• Complete wellness goals
• Review educational handouts
• Enroll & complete online programs

FOR WELLNESS PROVIDERS:

Healthie enables you to manage your business and engage with clients from anywhere. With in-app and push notifications, you’ll never miss an update about your business or clients. Log in with the email address associated with your Healthie practitioner account to access:

• Manage your schedule
• Add or edit client sessions
• Review client information
• Message with clients
• Review logged client food & lifestyle entries, and provide real-time feedback
• Create & complete tasks
• Launch video calls
• Upload documents to your library & share with clients",Healthie Inc,"100,000+",Curatio health community app,us,"['book appointments', 'fill out forms', 'launch video calls', 'message with provider', 'log meals', 'make notes', 'track activity', 'sync wearable devices', 'complete wellness goals', 'review educational handouts', 'enroll in online programs', 'manage schedule', 'add/edit client sessions', 'review client information', 'create tasks', 'upload documents']","['book appointment', 'fill form', 'launch video call', 'message provider', 'log meal', 'make note', 'track activity', 'sync wearable device', 'complete wellness goal', 'review educational handout', 'enroll online program', 'manage schedule', 'addedit client session', 'review client information', 'create task', 'upload document']","['track activity', 'create task', 'make note', 'complete wellness goal', 'launch video call', 'schedule manage appointment', 'sync wearable device', 'send message', 'book session', 'upload document', 'sign online account', 'fill form', 'review educational handout', 'addedit client session', 'log meal', 'search client detail']",1
com.achievemint.android,Evidation: Earn Health Rewards,4.302757,Health & Fitness,0,TRUE,"Take control of your health and contribute to groundbreaking medical research— all while earning rewards for everyday activities! Evidation empowers you to track your everyday health activities and efforts, sync with leading health apps and wearables, and participate in cutting-edge health studies that drive scientific discoveries. By sharing your health data securely, you can help shape the future of healthcare while gaining valuable insights into your well-being.

Join a Health Research Community That Makes an Impact

Evidation partners with top universities, medical institutions, and public health organizations to conduct innovative research on chronic conditions, disease prevention, and overall wellness. Your participation supports advancements in areas such as heart health, diabetes, mental wellness, sleep patterns, and more.

Earn Rewards from Everyday Activities

With Evidation, healthy choices pay off. Earn points for activities like walking, sleeping, tracking your heart rate, and answering short health surveys. Whether you’re logging your steps, syncing with a fitness tracker, or reading personalized health articles, you’ll earn rewards that can be redeemed for cash, gift cards, or charitable donations. Evidation makes it easy to stay motivated while making meaningful contributions to health research.

Key Features:
- Track & Sync Health Data: Securely connect with Fitbit, Apple Health, Google Fit, Samsung Health, Oura, and other wearables to function seamlessly with your health tracking.
- Participate in Health Research: Contribute to studies that help improve medical knowledge and public health outcomes.
- Earn Rewards for Health Actions: Get paid for tracking steps, sleep, weight, heart rate, exercise and more. 
- Receive Personalized Insights: Gain evidence-based insights tailored to your health and wellness goals.

How It Works
- Track Your Health: Log activities, sync wearables, and monitor trends in sleep, physical activity, and heart health.
- Answer Health Surveys: Provide valuable feedback on lifestyle habits, chronic conditions, and wellness routines.
- Engage in Research: Receive invitations to participate in clinical and observational studies relevant to your health profile.
- Get Rewarded: Earn points redeemable for cash, gift cards, or charitable donations.

Our data practices
- We’re committed to trust & transparency at all times.
- We do not & will not sell your personal information.
- Your health data is shared only with your consent or at your request.

Participate in research opportunities while maintaining full control over your information.

Join Millions Contributing to Health Research

With nearly 5 million members, Evidation is helping to redefine how individuals engage with their health while advancing critical research. From understanding flu trends to improving heart disease prevention strategies, your participation has a real-world impact.

""My sister told me about it, and it seemed too good to be true at first. But when she said that she had already received $20, I signed up. It was so easy and a monetary motivation really encouraged me to get up and get moving.""- Estella

“I have had back problems for many years. Walking is one of the only ways I keep my back problems under control since the more you move the looser your back becomes and helps blood flow to heal your back. When I have the benefit of making money from keeping myself healthy, I go just a little longer each day."" --Kelli C

”...Evidation Health helps users integrate a variety of wearable trackers, but in addition to using quantitative data pulled from said trackers, they also posed more qualitative questions of their user base for the purposes of this research. “ --Brit & Co

Elevate your health journey with Evidation—track, learn, contribute, and earn while making a difference in medical research and healthcare advancements. Download the Evidation app today!",Evidation Health,"1,000,000+",Curatio health community app,us,"['track and sync health data', 'participate in health research', 'earn rewards for health actions', 'receive personalized insights', 'track health activities', 'answer health surveys', 'engage in research', 'get rewarded', 'control over health information', 'integrate wearable trackers', 'qualitative health questions']","['track sync health data', 'participate health research', 'earn reward health action', 'receive personalized insight', 'track health activity', 'answer health survey', 'engage research', 'get rewarded', 'control health information', 'integrate wearable tracker', 'qualitative health question']","['engage research', 'qualitative health question', 'answer health survey', 'provide health data', 'integrate wearable tracker', 'track sync health data', 'earn reward', 'track health metric', 'personalized insight', 'earn reward health action']",2
com.salvohealth.member,Salvo Health,0,Health & Fitness,0,TRUE,"Sign up for Salvo Health now, the only virtual clinic for those with IBS, GERD, SIBO, and other chronic gut conditions. We’re supported and staffed by board-certified leading gut specialists, health coaches, psychologists, clinicians, and dietitians. 

⚕️How does Salvo Health work?

Ever wish you could get the healthcare you need, without having to make an appointment? At an affordable cost?

Salvo Health has designed a virtual clinic app that delivers continuous care, like an async chat feature, automated reminders, and a custom interactive course of care that helps those living with chronic gut issues manage their symptoms.

When you become a Salvo Health Member, you work with a team of board-certified, expert health specialists who diagnose, coach and equip you with resources, tools, and strategies to better manage your chronic conditions daily. They provide science-backed treatments based on Salvo Health’s compassionate model of care, Whole Self Science. Whole Self Science deeply focuses on understanding the whole person in order to uncover and treat root causes to get their body back in balance.

No more panic, no more stress, no more missing social activities, no matter what you and your gut face.  

📱 What’s included in the Salvo Health app?

✅ Appointment set-up for diagnostics and testing near you 
✅ Access to prescriptions and supplements for better gut health
✅ A custom-to-you Course of Care to follow daily, including gut-friendly recipes, brain-gut exercises, and new approaches to managing sleep and stress.  
✅ A specialized Care Team including your own gastrointestinal specialist, board-certified health coach, dedicated nurse practitioner, and Care Navigator who will guide you on your gut health journey 
✅ An async 24/7 chat, where you can message and hear from your own Care Team regularly.
✅ Daily guides, nudges, and reminders that will keep you on track to managing  your gut. 
✅ A hub of articles, quizzes, audio-blogs, and other helpful tools, created and curated by the country’s leading gut specialists 

Sign up to become a Salvo Health Member today, and put your body back into balance.",Salvo Health Inc,100+,Curatio health community app,us,"['async chat feature', 'automated reminders', 'custom interactive course of care', 'appointment set-up', 'access to prescriptions', 'gut-friendly recipes', 'brain-gut exercises', 'new approaches to managing sleep and stress', 'specialized care team', 'daily guides and nudges', 'hub of articles and quizzes', '24/7 chat']","['async chat feature', 'automated reminder', 'custom interactive course care', 'appointment setup', 'access prescription', 'gutfriendly recipe', 'braingut exercise', 'new approach managing sleep stress', 'specialized care team', 'daily guide nudge', 'hub article quiz', '247 chat']","['appointment management', 'specialized care team', 'custom interactive course care', 'async chat feature', 'braingut exercise', 'note prescription', 'automated reminder', 'hub article quiz', 'gutfriendly recipe', 'daily guide nudge', '247 access', 'new approach managing sleep stress']",1
com.junoapp,Juno Health: AI SmartCare,0,Health & Fitness,0,TRUE,"Why Juno Health?
Juno Health is an AI-powered health platform that seamlessly combines technology and care to empower users to manage their health. Designed for today’s fast-paced lifestyles, Juno Health makes healthcare accessible, efficient, and personalized, providing a comprehensive suite of tools for busy individuals.

Key Features 
1. Activity and Fitness
Personalized Health Goals: Set and track fitness milestones tailored to your lifestyle.
Custom Reminders: Stay on top of hydration, exercise, and daily health routines with automated alerts.
2. Healthcare Services and Management
Symptom Checker: Get AI-driven insights to understand your symptoms better.
Doctor Finder: Discover and connect with trusted healthcare professionals in your area.
Video Consultations: Schedule virtual appointments with licensed doctors for convenient care.
3. Mental and Behavioral Health
AI Therapist Support: Access tools for stress management, anxiety relief, and overall mental well-being.
Holistic Health Advice: Receive expert insights for balancing mental and physical health.
4. Medical Reference and Education
Health News: Stay updated with reliable, curated health articles.
Medication Information: Learn about prescriptions, usage, and potential side effects.
5. Medication and Treatment Management
Medication Organizer: Track prescriptions, set dosage reminders, and stay consistent.
Treatment Support: Simplify healthcare journeys with tools for managing treatment plans.

Benefits You’ll Love
Instant Health Assessments: Gain quick insights into your health with AI-powered tools.
24/7 Access to Care: Skip long queues with instant access to healthcare professionals.
Personalized Support: Receive tailored health tips and track your progress toward self-care goals.
On-the-Go Convenience: Designed for busy lifestyles, Juno Health ensures healthcare is always at your fingertips.
Empower Your Health Journey Today
Join the Juno Health community and take control of your health. Whether it’s stress, fitness, or routine care, Juno Health is your reliable partner for holistic well-being.

Download Now: Start your journey with Juno Health – where one click opens a world of healthcare.",Juno Health,100+,Curatio health community app,us,"['personalized health goals', 'custom reminders', 'symptom checker', 'doctor finder', 'video consultations', 'ai therapist support', 'holistic health advice', 'health news', 'medication information', 'medication organizer', 'treatment support', 'instant health assessments', '24/7 access to care', 'personalized support', 'on-the-go convenience']","['personalized health goal', 'custom reminder', 'symptom checker', 'doctor finder', 'video consultation', 'ai therapist support', 'holistic health advice', 'health news', 'medication information', 'medication organizer', 'treatment support', 'instant health assessment', '247 access care', 'personalized support', 'onthego convenience']","['medication list management', 'ai therapist support', 'health journal', 'symptom checker', 'treatment information', '247 access', 'personalized insight', 'custom reminder', 'doctor finder', 'holistic health scoring', 'onthego convenience', 'view medication', 'instant health assessment', 'video consultation', 'personalized health information']",3
com.ornament.monitor,Ornament: Health Monitoring,2.6237624,Health & Fitness,0,TRUE,"Ornament simplifies tracking your and your family’s health. Get advice on checkups, health insights, results, and more!
 
Conveniently Digitize and Store Lab Results from LabCorp or My Quest:
• Upload PDFs
• Snap pictures
• Email files
• Enter data manually
 
Monitor Your Health
• Track chronic diseases
• See what to improve
• Get advice on checkups like what tests to take and when
 
Easily Share Results
• Share your results with your doctor and loved ones
• Export results as a PDF 
 
Over 4,100 Biomarkers
• Vitamin D
• Cholesterol
• Hemoglobin
• Glucose
• And more!
 
Easy-To-Read Results
• Get your results in easy-to-read graphs
• Know what to look for instantly
• Compare your values to similar users and reference ranges
 
Pregnancy Mode
• Know what to expect with a weekly calendar
• Find answers to your questions about pregnancy
• Learn what tests to take and when
 
Insights + Wiki
• Discover more about biomarkers and diseases
• Read personalized health articles written by experts
 
For The Whole Family
• One account for your spouse, kids, and close loved ones",Ornament Health AG,"1,000,000+",Curatio health community app,us,"['digitize and store lab results', 'upload pdfs', 'snap pictures', 'email files', 'enter data manually', 'track chronic diseases', 'get health advice', 'share results', 'export results', 'easy-to-read results', 'compare results', 'pregnancy mode', 'weekly calendar', 'answers to questions', 'learn about tests', 'insights and wiki', 'discover biomarkers', 'read health articles', 'one account for family']","['digitize store lab result', 'upload pdfs', 'snap picture', 'email file', 'enter data manually', 'track chronic disease', 'get health advice', 'share result', 'export result', 'easytoread result', 'compare result', 'pregnancy mode', 'weekly calendar', 'answer question', 'learn test', 'insight wiki', 'discover biomarkers', 'read health article', 'one account family']","['provide health data', 'pregnancy mode', 'track chronic disease', 'insight wiki', 'read health article', 'weekly calendar', 'upload pdfs', 'export result', 'easy sign', 'enter data manually', 'email support', 'digitize store lab result', 'learn test', 'answer question', 'snap picture', 'discover biomarkers', 'share result', 'compare result', 'one account family']",1
com.coachcare.robardionic,MyHealthyJourney,3.1578948,Health & Fitness,0,TRUE,"Robard Corporation provides healthcare professionals with comprehensive medical and non-medical obesity treatment programs, scientifically designed nutrition products, and complimentary business management services. Whether you are new to obesity treatment or expanding an existing service, we are committed to get you up-and-running in 60 days — utilizing your existing staff — and have a vested interest in your long-term success.

App Functionalities include:
1. Third Party Integrations including syncing with external hardware devices
 2. HIPAA Compliant Messaging & Scheduling
 3. Progress Tracking
 4. Hydration & Supplement Tracking
 5. Meal Logging
 6. Digital Content

Disclaimer: This app is only designed for general wellness. Users should seek medical advice from a health professional. 

This app is compatible with the following blue tooth external hardware:
https://www.coachcare.com/devices/
-BEAT Blood Pressure Monitor, Model: B02T
-Scan Blood Glucose Meter, Model: G-427B
-Balance Scale, Model S-5
-Pulse Oximeter, Model JPD-500A",CoachCare,"1,000+",Curatio health community app,us,"['third party integrations', 'hipaa compliant messaging', 'progress tracking', 'hydration tracking', 'supplement tracking', 'meal logging', 'digital content', 'blood pressure monitoring', 'blood glucose monitoring', 'weight tracking', 'pulse oximeter']","['third party integration', 'hipaa compliant messaging', 'progress tracking', 'hydration tracking', 'supplement tracking', 'meal logging', 'digital content', 'blood pressure monitoring', 'blood glucose monitoring', 'weight tracking', 'pulse oximeter']","['meal logging', 'blood glucose module', 'digital content', 'progress insight', 'hipaa compliant messaging', 'blood pressure module', 'weight tracking', 'pulse oximeter', 'supplement tracking', 'hydration tracking', 'third party integration']",2
com.savvysherpa.t2dandroid,Level2 Health,4.08,Medical,0,TRUE,"We empower our members with insight, tools, expert support and clinical care to help them work to improve their type 2 diabetes.

Who it’s for: Eligible health plan members. To learn more and check for eligibility, visit mylevel2.com. The Level2 Health app is for current Level2 Specialty Care members.

How the Level2 Health app works: When people join Level2 Specialty Care, they gain entry to the Level2 Health app, which includes access to: 

• One-on-one coaching: A dedicated coach helps to set realistic goals and guides to success. Coaches (and their ideas, answers and encouragement) can be reached anytime in the coach chat. 

• Care team: A coach is just one member of the care team and helps virtually connect members to other parts of the team, including physicians, nurse practitioners, nurses, registered dietitians or other type 2 diabetes experts. 

• Learning: We bring proven, practical guidance from experts in diabetes, nutrition and behavioral health, designed to help people learn, make healthy choices and feel their best.

• Daily actions: Turn learning into action with daily actions, which suggest activities and reminders designed to bring you closer to achieving personal goals. 

Learn More at https://mylevel2.com/ 

Not on an eligible plan? Tell your employer or health insurance provider about Level2.

Featured app content is for illustrative purposes only. Actual app content and app experience may vary.

Terms of Service: https://mylevel2.com/terms/ 

Privacy Policy: https://mylevel2.com/privacy/","Level2 Medical Services, P.A.","10,000+",Curatio health community app,us,"['one-on-one coaching', 'care team support', 'learning resources', 'daily action reminders', 'coach chat']","['oneonone coaching', 'care team support', 'learning resource', 'daily action reminder', 'coach chat']","['care team', 'learning resource', 'coach chat', 'oneonone coaching', 'daily activity assignment']",1
com.practicehwy.eivf,eIVF Patient,2.71,Medical,0,TRUE,"eIVF is an advanced fertility clinic software system utilized by some of the best fertility clinics in the world.  Through eIVF Mobile, patients have the ability to manage their fertility health and journey using their IPhone or Android device.

**This app is intended for use by current patients of fertility clinics who utilize eIVF’s EMR software.

With the eIVF Mobile app you can:

•Access to your flowsheet and treatment protocols
•View consent forms and important treatment and procedure instructions
•View and keep track of lab results
•Securely communicate with your physician and clinic staff
•Manage your appointments
•View your medication prescriptions”",PracticeHwy,"50,000+",Patient engagement,ca,"['access flowsheet and treatment protocols', 'view consent forms and instructions', 'view lab results', 'secure communication with physician and staff', 'manage appointments', 'view medication prescriptions']","['access flowsheet treatment protocol', 'view consent form instruction', 'view lab result', 'secure communication physician staff', 'manage appointment', 'view medication prescription']","['view lab test result', 'appointment management', 'view medication', 'access flowsheet treatment protocol', 'secure patient data storage', 'view consent form instruction']",1
com.lcs.mmp.full,Manage My Pain Pro,4.4339623,Medical,5.49,FALSE,"Don't let chronic pain stop you from living your life and doing the things you love. Manage My Pain has helped over 100,000 re-take control over their conditions like back pain, neck pain, fibromyalgia, headaches, and arthritis.

Created in partnership with global experts in pain management, Manage My Pain has been clinically-validated to improve outcomes in peer-reviewed research studies.

Manage My Pain will help you:
• Track your pain & activity: Reflect on your day in less than 60 seconds to see patterns and trends
• Analyze your pain: Graphs and charts make it easy to figure out what makes your pain better or worse
• Share your pain: Our reports, created by doctors for doctors, will help you tell your story
• Learn from pain experts: Explore content about how pain works and strategies to manage it (for subscribers only)

Your data is safe with us! We take privacy and security seriously and never sell or disclose your Personal Health Information without explicit consent.

Our app is free to use with absolutely no ads. Insights in the app and in the reports that are generated by our app are limited to 30 days and can be unlocked with an in-app purchase or through credits. A monthly subscription is also available to gain access to our Pain Guide - a set of educational content developed by pain experts that can teach you about pain and coping strategies to manage it.

Use this pain management app to replace your hand-written: 
• pain diary 
• pain journal 
• pain log 
• pain tracker

The Pro version adds the ability to view or report on more than the last 30 days. Reports are free to generate, however, those that contain advanced sections may require an additional credit to be purchased. An optional monthly subscription can be purchased so that an unlimited number of reports with advanced sections may be generated without the need for credits.","ManagingLife, Inc.","10,000+",Chronic disease management,ca,"['track pain and activity', 'analyze pain patterns', 'share pain reports', 'learn from pain experts', 'view pain history', 'generate pain reports', 'unlock advanced reports', 'subscribe for pain guide']","['track pain activity', 'analyze pain pattern', 'share pain report', 'learn pain expert', 'view pain history', 'generate pain report', 'unlock advanced report', 'subscribe pain guide']","['share pain report', 'unlock advanced report', 'subscribe pain guide', 'track pain activity', 'view pain history', 'analyze pain pattern', 'learn pain expert']",2
com.makevisible.visible,Visible: Pacing for illness,4.58,Health & Fitness,0,TRUE,"Do you live with an energy-limiting health condition? Join over 90,000 people with Long Covid, ME/CFS, POTS, Fibro and more who are improving their pacing with Visible.

Pacing means balancing activities and rest to avoid crashes and live better with your condition. It helps you get the most from the energy you have, but it can be challenging to implement in real life. That's where Visible comes in. Unlike fitness tracking apps, Visible uses data and technology to help with rest and pacing, not workouts and exercise.

MEASURE YOUR PACE
Use your phone’s camera to measure your biometrics, including HRV and Resting Heart Rate each morning, so you can better understand your stability and pace your day.

TRACK AND SPOT PATTERNS
Keep track of your symptoms, medication, and exertion daily to spot patterns in your illness and see what lifestyle changes are impacting your health.

HEALTH REPORT AND EXPORT
Download your monthly and long-term health reports to get an overview of your trends and share them with your doctor.

TAKE PART IN RESEARCH
Opt-in to studies with world-leading researchers to volunteer your data and help advance the science of invisible illness.

GET ALL DAY DATA
If you have a wearable armband, connect it to the Visible app to get real-time pacing notifications, PacePoints, all-day energy budgeting, and more.

THOUSANDS OF 5-STAR REVIEWS
“Visible has been LIFE-CHANGING. I had fibromyalgia before COVID and thought I did well at pacing, but this has helped me on a whole new level.” – Roma

“This is the first app in the 33 years since I have been diagnosed with this condition that shows me the data my doctor and I need. Fitness apps don't work well because they are not geared for people with POTS and PEM. This is the very first app that warns me when I have to SLOW DOWN and the monthly reports help my doctors get a better picture of how I'm doing.” – Lesli

“I've been using Visible for nearly a year now, and I've finally managed to pace effectively. I used to be in a constant boom & bust cycle with an ever-deteriorating baseline. Since using the armband, I've managed to avoid major crashes. I feel more stable and more in control of my condition. Visible has also helped me to figure out I have POTS, and medication for that has also helped.” – Rachel

-

Visible is not intended to provide medical services such as diagnosis, cure, mitigation, prevention, or treatment of any disease or medical condition. The app is not a substitute for the advice of a medical professional based on your personal circumstances. Always consult a doctor before making any medical decisions.

For technical support, reach out to: info@makevisible.com

Privacy policy available at: https://www.makevisible.com/privacy",VisibleHealth,"50,000+",Chronic disease management,ca,"['measure biometrics with phone camera', 'track daily symptoms and medication', 'export health reports', 'participate in research studies', 'connect wearable armband for real-time data', 'get all-day energy budgeting', 'pace notifications', 'spot patterns in illness']","['measure biometrics phone camera', 'track daily symptom medication', 'export health report', 'participate research study', 'connect wearable armband realtime data', 'get allday energy budgeting', 'pace notification', 'spot pattern illness']","['track daily symptom medication', 'pace notification', 'export health report', 'participate research study', 'measure biometrics phone camera', 'spot pattern illness', 'connect wearable armband realtime data', 'get allday energy budgeting']",2
com.forcetherapeutics.android,Force Patient,0,Medical,0,TRUE,"Force Patient is prescribed to patients of Force-enabled healthcare organizations, allowing patients to watch educational videos assigned by their surgeons, keep track of prescribed tasks through a daily To Do List, and communicate with their Care Teams via messages. Data points from the patient are sent directly to the Care Team, giving them a better understanding of patients' progress, allowing them to provide better,  more specialized care. 

Force-enabled patients should have received a welcome email and can use the login credentials from the web version of Force to log into this app.
  
Force Patient is free for patients who have been prescribed Force at a Force-enabled organization.

Requires a patient Force account.",Force Therapeutics,"50,000+",Patient support network,ca,"['watch educational videos', 'keep track of daily tasks', 'communicate with care teams', 'send data to care teams', 'login with force account']","['watch educational video', 'keep track daily task', 'communicate care team', 'send data care team', 'login force account']","['message care team', 'login force account', 'daily activity assignment', 'send data care team', 'watch educational video']",1
com.weightwatchers.mobile,WeightWatchers Program,4.422245,Health & Fitness,0,TRUE,"WeightWatchers is the #1 doctor-recommended weight-loss program†. Our app just got some NEW upgrades, and it’s now even easier to follow, easier to stick with, and more effective.

Lose 3.5x more weight*- and keep it off with unique solutions for every body. 

- Our proven Points program is the foundation of what we do. Get customized food plans and nutrition guidance to fit your needs. 
- Maximize your results with coach-led Workshops where you will get expert live support. 
- Access a personalized prescription medication plan, if eligible, and get 1:1 check-ins from a dedicated clinical Care team. 
- NEW! Meet with a Registered Dietitian for easier, tailored meal planning.

Trusted by millions, personalized for you. 
All members get access to our easy-to-use, award-winning app. Here’s a preview of some of our features, including NEW ones to help you track even faster and easier:

- Food, fitness/activity, water, and weight trackers 
- NEW! Use your camera to track meals and their Points® value
- NEW! 350+ ZeroPoint, no-track foods 
- NEW! Automatic macro tracking of any food you eat  
- Barcode scanner to find the Points® value of any packaged food
- What to Eat guides help you make healthier choices when dining out or cooking at home
- 11,000+ recipes and a database of 450+ restaurants
- NEW! Generate Points® value totals for any recipe on the internet
- My Progress provides a weekly report to help you see what’s working and what to improve
- Access to an exclusive, members-only social network. 
- 24/7 live WW coach chat

Download the WW app now and get a free trial today! After your free trial, your plan auto-renews monthly unless you cancel before the trial ends.

MEMBERSHIP TERMS

Privacy Policy: https://www.weightwatchers.com/us/privacy/policy
Terms of Service: https://www.weightwatchers.com/us/termsandconditions/onlineplus-coaching

†Based on a 2023 survey by Cerner Enviza of 500 doctors who recommend weight-loss programs to patients.

*Based on a 6-month randomized controlled trial (n=376) that compared participants following WW to those given standard nutritional guidelines alone. Palacios et al. 2024. Manuscript under review. Funded by WW International, Inc.","WW INTERNATIONAL, INC.","10,000,000+",Patient support network,ca,"['food tracking', 'fitness tracking', 'water tracking', 'weight tracking', 'camera meal tracking', 'zero point foods', 'automatic macro tracking', 'barcode scanner', 'what to eat guides', 'recipe database', 'progress tracking', 'social network', 'live coach chat']","['food tracking', 'fitness tracking', 'water tracking', 'weight tracking', 'camera meal tracking', 'zero point food', 'automatic macro tracking', 'barcode scanner', 'eat guide', 'recipe database', 'progress tracking', 'social network', 'live coach chat']","['eat guide', 'camera meal tracking', 'weight tracking', 'progress insight', 'generate barcode', 'social network integration', 'live coach chat', 'fitness tracker integration', 'water tracking', 'recipe database', 'zero point food', 'automatic macro tracking']",2
com.webmd.android,WebMD: Symptom Checker,3.95,Medical,0,TRUE,"From WebMD, the one healthcare app you need to check symptoms; learn about conditions and drugs; research treatments and diagnoses; find doctors and specialists in your area; get prescription drug savings at your local pharmacy; and set medication reminders. 

Key Features: 
• Symptom Checker – Choose your symptoms, learn about potential conditions or issues, and lookup treatment and care options.
• Doctor Finder – Find the closest doctors and specialists based on your current location or search by city, state or zip. 
• Medication Reminders – Never miss a dose. You’ll receive reminders when it’s time to take your medications. View daily prescription schedules and instructions, plus pill images with dosage and timing information for each drug.
• Conditions – Find medically-reviewed information about conditions relevant to you and learn more about causes, treatments, and related symptoms. 
• WebMD Rx – We partner with major pharmacy chains to find the lowest prescription drug prices, which often beat insurance co-pays. It’s 100% free to use. No registration required. 
• Customization and Saving Functionality – Save your conditions, drugs, doctors, hospitals, pharmacies, and healthy living articles for secure, easy access and reference. 
• Symptom Tracker – Track ongoing symptoms & conditions over time. 
• Drug Interaction Checker – Find and identify potentially harmful and unsafe combinations of prescription medications by entering two or more drugs in question.

About WebMD
WebMD Health Corp. is the leading provider of health information services, serving consumers, physicians, healthcare professionals, employers, and health plans through our public and private online portals, mobile platforms and health-focused publications. More than 95 million unique visitors access the WebMD Health Network each month.

If you are a California resident, California law may provide you with certain rights regarding our use of your personal information. For more information relevant to our users who are California residents, please review the ""California Residents"" section of our Privacy Policy linked on this download page or within our app.

The WebMD Health Network includes WebMD Health, Medscape, MedicineNet, emedicineHealth, RxList, theheart.org, drugs.com and Medscape Education.
SOURCE WebMD Health Corp.

WebMD. Better Information. Better Health.
WebMD does not provide medical advice, diagnosis or treatment. Always seek the advice of your physician or other qualified health provider with any questions you may have regarding a medical condition. Never disregard professional medical advice or delay in seeking it because of something you have read on the WebMD mobile application.","WebMD, LLC","10,000,000+",Patient support network,ca,"['symptom checker', 'doctor finder', 'medication reminders', 'conditions information', 'prescription drug savings', 'customization and saving', 'symptom tracker', 'drug interaction checker']","['symptom checker', 'doctor finder', 'medication reminder', 'condition information', 'prescription drug saving', 'customization saving', 'symptom tracker', 'drug interaction checker']","['prescription drug saving', 'customization saving', 'symptom checker', 'doctor finder', 'drug interaction checker', 'symptom tracking', 'medication reminder', 'condition management']",1
com.uptodate.android,UpToDate,4.069307,Medical,0,TRUE,"Individual or Institutional Subscription required.

UpToDate® registrants and Individual subscribers can now answer their clinical questions anytime, anywhere by downloading this app onto an Android™ phone or tablet.

UpToDate is the leading clinical decision support resource with evidence-based clinical information – including drug topics and recommendations that clinicians rely on at the point of care.

UpToDate has been the subject of over 30 research studies confirming that widespread usage of UpToDate is associated with improved patient care and hospital performance.

UpToDate for Android Features: 
• Persistent login
• Easy search with auto-completion
• Earn and track free CME/CE/CPD credit
• Bookmarks and history
• Mobile-optimized medical calculators
• Email topics and graphics to patients and colleagues

We would love to hear your feedback. Please contact us with questions or feedback at customerservice@uptodate.com. Thank you!

Permissions the UpToDate app requires and how it uses them:
• Network communications:  used to download and update content from UpToDate.
• Permissions to store UpToDate Content/app preferences in the internal storage or external storage(SD Card).",Wolters Kluwer Health | UpToDate,"1,000,000+",Patient support network,ca,"['persistent login', 'easy search with auto-completion', 'earn and track cme/ce/cpd credit', 'bookmarks and history', 'mobile-optimized medical calculators', 'email topics and graphics']","['persistent login', 'easy search autocompletion', 'earn track cmececpd credit', 'bookmark history', 'mobileoptimized medical calculator', 'email topic graphic']","['mobileoptimized medical calculator', 'email support', 'easy search autocompletion', 'persistent login', 'bookmark history', 'earn track cmececpd credit']",1
com.zedtechnologies.affidea.patient.droid,Connect Patient,0,Medical,0,TRUE,"Affidea Connect Patient connects you with your personal imaging account providing you with 24/7 secure and immediate mobile and online access to your imaging from any computer, smartphone or tablet. The Affidea Connect Patient will support you in the active management of your healthcare needs by empowering you to have access to all of the imaging information required to ensure the best possible outcome for every episode of your care.",Zed Technologies,"100,000+",Patient support network,ca,"['access imaging information online', 'secure mobile access', '24/7 access', 'manage healthcare needs', 'view imaging results']","['access imaging information online', 'secure mobile access', '247 access', 'manage healthcare need', 'view imaging result']","['secure mobile access', '247 access', 'view imaging result', 'manage healthcare need', 'access imaging information online']",1
